document_index,ind,source_id,split_type,activity_label,label,char_start,char_end_exclusive
4953,12884,wikihow~21310,zeroshot,Personal Care and Style,0,1353499,1353941
4954,12887,wikihow~21314,zeroshot,Personal Care and Style,2,1353943,1354281
4955,12891,wikihow~21319,indomain,Home and Garden,1,1354283,1354849
4956,12904,wikihow~21350,zeroshot,Personal Care and Style,1,1354851,1355407
4957,12909,wikihow~21356,zeroshot,Personal Care and Style,2,1355409,1355874
4958,12914,wikihow~21365,indomain,Education and Communications,2,1355876,1356291
4959,12915,wikihow~21367,indomain,Home and Garden,0,1356293,1356775
4960,12916,wikihow~21368,indomain,Sports and Fitness,1,1356777,1357083
4961,12921,wikihow~21379,indomain,Cars & Other Vehicles,0,1357085,1357673
4962,12925,wikihow~21387,zeroshot,Personal Care and Style,0,1357675,1358091
4963,12930,wikihow~21395,zeroshot,Personal Care and Style,1,1358093,1358488
4964,12940,wikihow~21418,zeroshot,Personal Care and Style,1,1358490,1358918
4965,12949,wikihow~21437,zeroshot,Family Life,2,1358920,1359519
4966,12955,wikihow~21446,zeroshot,Family Life,1,1359521,1359913
4967,12957,wikihow~21449,zeroshot,Family Life,0,1359915,1360370
4968,12959,wikihow~21451,zeroshot,Family Life,0,1360372,1361002
4969,12965,wikihow~21459,zeroshot,Personal Care and Style,2,1361004,1361555
4970,12979,wikihow~21477,indomain,Holidays and Traditions,1,1361557,1362013
4971,12984,wikihow~21484,indomain,Home and Garden,1,1362015,1362379
4972,13004,wikihow~21521,zeroshot,Personal Care and Style,1,1362381,1362799
4973,13010,wikihow~21529,indomain,Food and Entertaining,2,1362801,1363099
4974,13015,wikihow~21541,indomain,Health,0,1363101,1363467
4975,13024,wikihow~21560,indomain,Health,0,1363469,1363987
4976,13031,wikihow~21572,zeroshot,Personal Care and Style,2,1363989,1364391
4977,13034,wikihow~21578,indomain,Health,2,1364393,1364835
4978,13038,wikihow~21584,indomain,Food and Entertaining,2,1364837,1365176
4979,13040,wikihow~21586,indomain,Pets and Animals,0,1365178,1365568
4980,13060,wikihow~21617,indomain,Relationships,3,1365570,1366051
4981,13065,wikihow~21625,indomain,Health,0,1366053,1366585
4982,13082,wikihow~21649,indomain,Pets and Animals,1,1366587,1366936
4983,13088,wikihow~21659,zeroshot,Family Life,3,1366938,1367512
4984,13097,wikihow~21679,indomain,Food and Entertaining,0,1367514,1368060
4985,13103,wikihow~21693,zeroshot,Personal Care and Style,3,1368062,1368362
4986,13119,wikihow~21714,zeroshot,Family Life,1,1368364,1368799
4987,13139,wikihow~21750,zeroshot,Family Life,1,1368801,1369380
4988,13146,wikihow~21767,zeroshot,Family Life,0,1369382,1369893
4989,13167,wikihow~21798,indomain,Finance and Business,2,1369895,1370319
4990,13174,wikihow~21812,zeroshot,Personal Care and Style,0,1370321,1370839
4991,13188,wikihow~21831,zeroshot,Personal Care and Style,2,1370841,1371302
4992,13192,wikihow~21838,indomain,Youth,3,1371304,1371695
4993,13197,wikihow~21847,indomain,Computers and Electronics,0,1371697,1372122
4994,13202,wikihow~21860,zeroshot,Personal Care and Style,0,1372124,1372652
4995,13204,wikihow~21864,indomain,Pets and Animals,1,1372654,1373113
4996,13207,wikihow~21868,zeroshot,Personal Care and Style,1,1373115,1373636
4997,13209,wikihow~21870,indomain,Food and Entertaining,2,1373638,1373992
4998,13220,wikihow~21893,indomain,Sports and Fitness,1,1373994,1374396
4999,13237,wikihow~21932,indomain,Health,0,1374398,1374791
5000,13249,wikihow~21950,zeroshot,Personal Care and Style,1,1374793,1375374
5001,13250,wikihow~21952,indomain,Youth,3,1375376,1375856
5002,13251,wikihow~21954,indomain,Computers and Electronics,2,1375858,1376400
5003,13274,wikihow~21991,zeroshot,Family Life,1,1376402,1376909
5004,13280,wikihow~22009,zeroshot,Family Life,1,1376911,1377469
5005,13290,wikihow~22024,zeroshot,Personal Care and Style,2,1377471,1377959
5006,13291,wikihow~22025,zeroshot,Personal Care and Style,3,1377961,1378424
5007,13309,wikihow~22063,zeroshot,Personal Care and Style,0,1378426,1378827
5008,13310,wikihow~22065,zeroshot,Family Life,2,1378829,1379224
5009,13315,wikihow~22073,indomain,Health,0,1379226,1379670
5010,13316,wikihow~22075,indomain,Youth,2,1379672,1380227
5011,13318,wikihow~22077,indomain,Home and Garden,0,1380229,1380572
5012,13320,wikihow~22081,indomain,Health,2,1380574,1381010
5013,13322,wikihow~22083,zeroshot,Personal Care and Style,2,1381012,1381552
5014,13324,wikihow~22088,indomain,Home and Garden,1,1381554,1382061
5015,13329,wikihow~22096,indomain,Computers and Electronics,0,1382063,1382354
5016,13336,wikihow~22108,zeroshot,Personal Care and Style,1,1382356,1382689
5017,13346,wikihow~22118,indomain,Home and Garden,2,1382691,1383099
5018,13348,wikihow~22120,indomain,Youth,2,1383101,1383576
5019,13355,wikihow~22131,zeroshot,Family Life,1,1383578,1384001
5020,13359,wikihow~22137,zeroshot,Personal Care and Style,2,1384003,1384605
5021,13364,wikihow~22145,zeroshot,Personal Care and Style,1,1384607,1385144
5022,13370,wikihow~22153,indomain,Pets and Animals,3,1385146,1385560
5023,13371,wikihow~22156,zeroshot,Family Life,1,1385562,1386131
5024,13402,wikihow~22207,indomain,Health,0,1386133,1386672
5025,13405,wikihow~22213,zeroshot,Personal Care and Style,2,1386674,1387102
5026,13407,wikihow~22220,zeroshot,Personal Care and Style,1,1387104,1387465
5027,13408,wikihow~22221,indomain,Home and Garden,0,1387467,1387955
5028,13411,wikihow~22225,indomain,Philosophy and Religion,1,1387957,1388357
5029,13416,wikihow~22233,zeroshot,Family Life,0,1388359,1388753
5030,13421,wikihow~22242,indomain,Relationships,2,1388755,1389264
5031,13422,wikihow~22243,zeroshot,Family Life,1,1389266,1389643
5032,13427,wikihow~22251,indomain,Cars & Other Vehicles,3,1389645,1390150
5033,13429,wikihow~22253,indomain,Finance and Business,0,1390152,1390699
5034,13432,wikihow~22258,zeroshot,Personal Care and Style,1,1390701,1391237
5035,13434,wikihow~22260,indomain,Relationships,1,1391239,1391714
5036,13435,wikihow~22261,indomain,Food and Entertaining,2,1391716,1392085
5037,13453,wikihow~22289,indomain,Finance and Business,1,1392087,1392593
5038,13455,wikihow~22291,zeroshot,Personal Care and Style,2,1392595,1393036
5039,13461,wikihow~22301,zeroshot,Personal Care and Style,3,1393038,1393571
5040,13466,wikihow~22307,zeroshot,Personal Care and Style,0,1393573,1394060
5041,13469,wikihow~22310,indomain,Youth,1,1394062,1394448
5042,13470,wikihow~22311,zeroshot,Personal Care and Style,1,1394450,1394850
5043,13479,wikihow~22325,indomain,Uncategorized,0,1394852,1395323
5044,13484,wikihow~22333,indomain,Work World,1,1395325,1395751
5045,13487,wikihow~22338,zeroshot,Personal Care and Style,1,1395753,1396318
5046,13490,wikihow~22341,indomain,Health,1,1396320,1396776
5047,13493,wikihow~22350,zeroshot,Family Life,0,1396778,1397224
5048,13511,wikihow~22379,zeroshot,Family Life,2,1397226,1397773
5049,13513,wikihow~22382,indomain,Finance and Business,2,1397775,1398253
5050,13514,wikihow~22383,zeroshot,Personal Care and Style,0,1398255,1398742
5051,13521,wikihow~22393,indomain,Youth,2,1398744,1399095
5052,13528,wikihow~22401,indomain,Pets and Animals,2,1399097,1399546
5053,13529,wikihow~22402,indomain,Pets and Animals,3,1399548,1399964
5054,13545,wikihow~22440,zeroshot,Personal Care and Style,2,1399966,1400584
5055,13548,wikihow~22444,zeroshot,Personal Care and Style,0,1400586,1400939
5056,13561,wikihow~22467,zeroshot,Personal Care and Style,1,1400941,1401386
5057,13563,wikihow~22469,zeroshot,Personal Care and Style,0,1401388,1401829
5058,13571,wikihow~22477,zeroshot,Personal Care and Style,1,1401831,1402183
5059,13579,wikihow~22490,zeroshot,Personal Care and Style,2,1402185,1402635
5060,13584,wikihow~22498,zeroshot,Personal Care and Style,0,1402637,1403175
5061,13588,wikihow~22505,zeroshot,Personal Care and Style,0,1403177,1403598
5062,13593,wikihow~22511,zeroshot,Personal Care and Style,3,1403600,1404094
5063,13599,wikihow~22517,indomain,Home and Garden,1,1404096,1404524
5064,13602,wikihow~22520,zeroshot,Personal Care and Style,2,1404526,1404928
5065,13613,wikihow~22534,indomain,Sports and Fitness,1,1404930,1405324
5066,13617,wikihow~22538,indomain,Pets and Animals,1,1405326,1405680
5067,13621,wikihow~22545,zeroshot,Personal Care and Style,2,1405682,1406229
5068,13629,wikihow~22556,zeroshot,Personal Care and Style,0,1406231,1406710
5069,13642,wikihow~22570,zeroshot,Family Life,2,1406712,1407229
5070,13649,wikihow~22580,indomain,Food and Entertaining,1,1407231,1407591
5071,13656,wikihow~22590,indomain,Youth,1,1407593,1408162
5072,13657,wikihow~22591,zeroshot,Personal Care and Style,1,1408164,1408781
5073,13664,wikihow~22602,indomain,Finance and Business,0,1408783,1409337
5074,13669,wikihow~22608,indomain,Education and Communications,1,1409339,1409750
5075,13672,wikihow~22612,zeroshot,Personal Care and Style,2,1409752,1410220
5076,13676,wikihow~22617,indomain,Health,0,1410222,1410680
5077,13679,wikihow~22620,zeroshot,Family Life,1,1410682,1411234
5078,13688,wikihow~22634,indomain,Work World,2,1411236,1411704
5079,13693,wikihow~22644,indomain,Computers and Electronics,1,1411706,1412215
5080,13711,wikihow~22676,zeroshot,Personal Care and Style,3,1412217,1412692
5081,13712,wikihow~22680,indomain,Health,1,1412694,1413148
5082,13715,wikihow~22684,indomain,Pets and Animals,3,1413150,1413629
5083,13724,wikihow~22695,zeroshot,Personal Care and Style,1,1413631,1414188
5084,13731,wikihow~22709,zeroshot,Personal Care and Style,0,1414190,1414748
5085,13732,wikihow~22711,indomain,Food and Entertaining,0,1414750,1415281
5086,13733,wikihow~22713,zeroshot,Personal Care and Style,2,1415283,1415661
5087,13736,wikihow~22719,indomain,Health,1,1415663,1416201
5088,13737,wikihow~22720,zeroshot,Personal Care and Style,3,1416203,1416699
5089,13739,wikihow~22722,zeroshot,Personal Care and Style,3,1416701,1417170
5090,13744,wikihow~22734,zeroshot,Personal Care and Style,3,1417172,1417666
5091,13790,wikihow~22810,zeroshot,Family Life,1,1417668,1418088
5092,13816,wikihow~22860,zeroshot,Family Life,2,1418090,1418488
5093,13823,wikihow~22872,zeroshot,Family Life,3,1418490,1418997
5094,13833,wikihow~22893,zeroshot,Personal Care and Style,3,1418999,1419516
5095,13842,wikihow~22909,indomain,Home and Garden,0,1419518,1419944
5096,13844,wikihow~22911,zeroshot,Personal Care and Style,2,1419946,1420381
5097,13853,wikihow~22922,indomain,Health,0,1420383,1420829
5098,13855,wikihow~22924,indomain,Home and Garden,1,1420831,1421374
5099,13856,wikihow~22925,zeroshot,Family Life,0,1421376,1421860
5100,13870,wikihow~22948,indomain,Education and Communications,3,1421862,1422253
5101,13872,wikihow~22952,indomain,Travel,3,1422255,1422778
5102,13881,wikihow~22967,indomain,Food and Entertaining,2,1422780,1423242
5103,13895,wikihow~22991,indomain,Education and Communications,3,1423244,1423692
5104,13898,wikihow~22995,zeroshot,Personal Care and Style,0,1423694,1424070
5105,13901,wikihow~23000,indomain,Food and Entertaining,2,1424072,1424627
5106,13902,wikihow~23004,zeroshot,Family Life,0,1424629,1425165
5107,13919,wikihow~23027,zeroshot,Family Life,1,1425167,1425666
5108,13921,wikihow~23031,indomain,Health,2,1425668,1426168
5109,13922,wikihow~23032,zeroshot,Personal Care and Style,2,1426170,1426546
5110,13923,wikihow~23034,zeroshot,Personal Care and Style,1,1426548,1427056
5111,13924,wikihow~23036,indomain,Education and Communications,2,1427058,1427558
5112,13950,wikihow~23089,indomain,Education and Communications,3,1427560,1427893
5113,13956,wikihow~23097,zeroshot,Personal Care and Style,3,1427895,1428288
5114,13961,wikihow~23108,indomain,Sports and Fitness,2,1428290,1428697
5115,13971,wikihow~23124,zeroshot,Family Life,3,1428699,1429118
5116,13982,wikihow~23140,indomain,Health,0,1429120,1429620
5117,13985,wikihow~23145,indomain,Work World,1,1429622,1430167
5118,13992,wikihow~23161,zeroshot,Family Life,1,1430169,1430572
5119,13994,wikihow~23164,zeroshot,Personal Care and Style,3,1430574,1431060
5120,14007,wikihow~23180,indomain,Food and Entertaining,1,1431062,1431459
5121,14018,wikihow~23199,indomain,Sports and Fitness,2,1431461,1431962
5122,14019,wikihow~23200,zeroshot,Personal Care and Style,2,1431964,1432317
5123,14020,wikihow~23202,zeroshot,Personal Care and Style,1,1432319,1432706
5124,14032,wikihow~23227,indomain,Computers and Electronics,3,1432708,1433117
5125,14037,wikihow~23233,zeroshot,Personal Care and Style,2,1433119,1433599
5126,14053,wikihow~23265,zeroshot,Family Life,3,1433601,1433949
5127,14061,wikihow~23275,indomain,Education and Communications,0,1433951,1434431
5128,14062,wikihow~23277,indomain,Education and Communications,1,1434433,1434886
5129,14068,wikihow~23284,indomain,Finance and Business,3,1434888,1435421
5130,14072,wikihow~23289,indomain,Computers and Electronics,1,1435423,1435918
5131,14083,wikihow~23305,indomain,Home and Garden,3,1435920,1436393
5132,14091,wikihow~23315,zeroshot,Personal Care and Style,3,1436395,1436952
5133,14109,wikihow~23338,zeroshot,Personal Care and Style,2,1436954,1437369
5134,14116,wikihow~23348,indomain,Health,2,1437371,1437989
5135,14121,wikihow~23356,indomain,Uncategorized,0,1437991,1438570
5136,14122,wikihow~23357,zeroshot,Personal Care and Style,1,1438572,1439088
5137,14134,wikihow~23377,indomain,Sports and Fitness,1,1439090,1439543
5138,14138,wikihow~23383,zeroshot,Personal Care and Style,1,1439545,1440013
5139,14143,wikihow~23390,indomain,Health,3,1440015,1440375
5140,14155,wikihow~23409,indomain,Computers and Electronics,0,1440377,1440983
5141,14156,wikihow~23410,indomain,Food and Entertaining,1,1440985,1441369
5142,14157,wikihow~23412,indomain,Food and Entertaining,1,1441371,1441781
5143,14161,wikihow~23416,zeroshot,Personal Care and Style,1,1441783,1442211
5144,14163,wikihow~23419,indomain,Education and Communications,3,1442213,1442679
5145,14184,wikihow~23450,indomain,Computers and Electronics,0,1442681,1442989
5146,14207,wikihow~23487,indomain,Food and Entertaining,3,1442991,1443340
5147,14220,wikihow~23510,indomain,Youth,1,1443342,1443836
5148,14223,wikihow~23515,indomain,Home and Garden,2,1443838,1444338
5149,14226,wikihow~23519,indomain,Education and Communications,3,1444340,1444704
5150,14227,wikihow~23524,indomain,Health,1,1444706,1445200
5151,14234,wikihow~23539,indomain,Food and Entertaining,0,1445202,1445693
5152,14236,wikihow~23544,zeroshot,Personal Care and Style,2,1445695,1446064
5153,14242,wikihow~23557,indomain,Computers and Electronics,2,1446066,1446551
5154,14263,wikihow~23592,indomain,Youth,3,1446553,1447133
5155,14266,wikihow~23595,zeroshot,Personal Care and Style,1,1447135,1447592
5156,14270,wikihow~23601,indomain,Home and Garden,3,1447594,1447984
5157,14277,wikihow~23614,zeroshot,Personal Care and Style,2,1447986,1448444
5158,14291,wikihow~23641,zeroshot,Personal Care and Style,2,1448446,1448887
5159,14300,wikihow~23655,indomain,Health,1,1448889,1449524
5160,14303,wikihow~23658,zeroshot,Personal Care and Style,1,1449526,1450106
5161,14306,wikihow~23661,indomain,Education and Communications,3,1450108,1450677
5162,14322,wikihow~23683,zeroshot,Personal Care and Style,3,1450679,1451234
5163,14327,wikihow~23691,indomain,Finance and Business,1,1451236,1451771
5164,14333,wikihow~23703,indomain,Education and Communications,2,1451773,1452183
5165,14347,wikihow~23723,zeroshot,Personal Care and Style,2,1452185,1452611
5166,14358,wikihow~23744,zeroshot,Family Life,0,1452613,1452956
5167,14374,wikihow~23767,indomain,Finance and Business,0,1452958,1453381
5168,14377,wikihow~23772,indomain,Home and Garden,2,1453383,1453943
5169,14388,wikihow~23787,indomain,Sports and Fitness,3,1453945,1454398
5170,14390,wikihow~23796,zeroshot,Personal Care and Style,2,1454400,1454875
5171,14395,wikihow~23803,zeroshot,Personal Care and Style,1,1454877,1455352
5172,14396,wikihow~23805,zeroshot,Family Life,1,1455354,1455855
5173,14402,wikihow~23817,indomain,Education and Communications,3,1455857,1456438
5174,14411,wikihow~23834,indomain,Finance and Business,3,1456440,1456966
5175,14416,wikihow~23841,indomain,Youth,1,1456968,1457538
5176,14432,wikihow~23865,zeroshot,Personal Care and Style,2,1457540,1457966
5177,14440,wikihow~23883,zeroshot,Personal Care and Style,2,1457968,1458400
5178,14441,wikihow~23885,indomain,Home and Garden,1,1458402,1458893
5179,14443,wikihow~23887,zeroshot,Personal Care and Style,1,1458895,1459404
5180,14447,wikihow~23900,zeroshot,Family Life,2,1459406,1459972
5181,14449,wikihow~23904,indomain,Philosophy and Religion,1,1459974,1460558
5182,14457,wikihow~23917,indomain,Sports and Fitness,2,1460560,1461046
5183,14463,wikihow~23924,zeroshot,Family Life,0,1461048,1461471
5184,14468,wikihow~23935,indomain,Home and Garden,3,1461473,1461876
5185,14472,wikihow~23940,zeroshot,Family Life,3,1461878,1462490
5186,14475,wikihow~23945,indomain,Computers and Electronics,0,1462492,1462907
5187,14481,wikihow~23954,zeroshot,Family Life,0,1462909,1463449
5188,14485,wikihow~23960,zeroshot,Personal Care and Style,0,1463451,1463800
5189,14487,wikihow~23962,zeroshot,Family Life,2,1463802,1464305
5190,14496,wikihow~23980,zeroshot,Family Life,1,1464307,1464715
5191,14503,wikihow~23991,zeroshot,Personal Care and Style,2,1464717,1465028
5192,14527,wikihow~24028,zeroshot,Family Life,2,1465030,1465411
5193,14530,wikihow~24035,indomain,Home and Garden,0,1465413,1465879
5194,14538,wikihow~24055,indomain,Pets and Animals,3,1465881,1466458
5195,14543,wikihow~24061,indomain,Food and Entertaining,2,1466460,1466864
5196,14544,wikihow~24062,zeroshot,Personal Care and Style,2,1466866,1467254
5197,14553,wikihow~24078,indomain,Health,3,1467256,1467701
5198,14554,wikihow~24080,zeroshot,Personal Care and Style,3,1467703,1468215
5199,14558,wikihow~24087,zeroshot,Personal Care and Style,3,1468217,1468574
5200,14565,wikihow~24100,zeroshot,Family Life,3,1468576,1469047
5201,14570,wikihow~24108,indomain,Home and Garden,3,1469049,1469492
5202,14579,wikihow~24123,zeroshot,Family Life,1,1469494,1469988
5203,14589,wikihow~24142,zeroshot,Personal Care and Style,2,1469990,1470358
5204,14591,wikihow~24144,zeroshot,Personal Care and Style,0,1470360,1470802
5205,14595,wikihow~24150,indomain,Home and Garden,0,1470804,1471333
5206,14597,wikihow~24154,indomain,Food and Entertaining,1,1471335,1471784
5207,14615,wikihow~24183,indomain,Work World,0,1471786,1472312
5208,14642,wikihow~24225,indomain,Home and Garden,2,1472314,1472682
5209,14644,wikihow~24227,zeroshot,Family Life,1,1472684,1473181
5210,14646,wikihow~24229,indomain,Pets and Animals,0,1473183,1473732
5211,14673,wikihow~24274,zeroshot,Personal Care and Style,3,1473734,1474103
5212,14676,wikihow~24278,indomain,Food and Entertaining,3,1474105,1474415
5213,14680,wikihow~24284,indomain,Health,2,1474417,1474863
5214,14682,wikihow~24286,indomain,Relationships,2,1474865,1475332
5215,14690,wikihow~24297,indomain,Pets and Animals,2,1475334,1475792
5216,14699,wikihow~24308,zeroshot,Personal Care and Style,1,1475794,1476099
5217,14712,wikihow~24326,zeroshot,Family Life,1,1476101,1476474
5218,14713,wikihow~24327,indomain,Uncategorized,0,1476476,1477006
5219,14720,wikihow~24338,zeroshot,Personal Care and Style,0,1477008,1477433
5220,14730,wikihow~24356,indomain,Food and Entertaining,0,1477435,1478000
5221,14731,wikihow~24362,indomain,Computers and Electronics,3,1478002,1478423
5222,14734,wikihow~24366,zeroshot,Personal Care and Style,1,1478425,1478878
5223,14735,wikihow~24367,zeroshot,Family Life,3,1478880,1479391
5224,14750,wikihow~24388,zeroshot,Personal Care and Style,2,1479393,1479886
5225,14758,wikihow~24402,zeroshot,Personal Care and Style,1,1479888,1480315
5226,14764,wikihow~24410,indomain,Youth,1,1480317,1480662
5227,14771,wikihow~24424,zeroshot,Family Life,0,1480664,1481095
5228,14787,wikihow~24453,indomain,Home and Garden,3,1481097,1481431
5229,14793,wikihow~24465,indomain,Computers and Electronics,2,1481433,1481924
5230,14828,wikihow~24527,zeroshot,Family Life,1,1481926,1482462
5231,14848,wikihow~24561,zeroshot,Family Life,2,1482464,1482877
5232,14858,wikihow~24579,indomain,Food and Entertaining,0,1482879,1483214
5233,14865,wikihow~24590,zeroshot,Personal Care and Style,1,1483216,1483721
5234,14870,wikihow~24605,indomain,Computers and Electronics,1,1483723,1484090
5235,14897,wikihow~24644,indomain,Health,1,1484092,1484725
5236,14902,wikihow~24654,indomain,Sports and Fitness,2,1484727,1485296
5237,14914,wikihow~24676,zeroshot,Personal Care and Style,2,1485298,1485646
5238,14916,wikihow~24680,zeroshot,Personal Care and Style,1,1485648,1486049
5239,14917,wikihow~24681,zeroshot,Personal Care and Style,0,1486051,1486535
5240,14919,wikihow~24684,indomain,Home and Garden,0,1486537,1486999
5241,14923,wikihow~24691,indomain,Home and Garden,3,1487001,1487421
5242,14935,wikihow~24707,zeroshot,Personal Care and Style,2,1487423,1487701
5243,14953,wikihow~24735,indomain,Health,1,1487703,1488220
5244,14964,wikihow~24749,zeroshot,Personal Care and Style,3,1488222,1488576
5245,14965,wikihow~24751,zeroshot,Personal Care and Style,1,1488578,1489169
5246,14975,wikihow~24771,zeroshot,Personal Care and Style,0,1489171,1489720
5247,14990,wikihow~24791,indomain,Food and Entertaining,3,1489722,1490204
5248,15001,wikihow~24807,zeroshot,Personal Care and Style,3,1490206,1490602
5249,15011,wikihow~24821,indomain,Home and Garden,3,1490604,1491155
5250,15023,wikihow~24843,zeroshot,Personal Care and Style,3,1491157,1491643
5251,15027,wikihow~24848,zeroshot,Personal Care and Style,0,1491645,1492161
5252,15035,wikihow~24863,indomain,Health,3,1492163,1492790
5253,15039,wikihow~24869,zeroshot,Personal Care and Style,2,1492792,1493220
5254,15053,wikihow~24892,indomain,Computers and Electronics,3,1493222,1493813
5255,15056,wikihow~24896,indomain,Finance and Business,3,1493815,1494373
5256,15059,wikihow~24905,zeroshot,Personal Care and Style,1,1494375,1494877
5257,15065,wikihow~24911,zeroshot,Personal Care and Style,2,1494879,1495256
5258,15066,wikihow~24912,zeroshot,Personal Care and Style,2,1495258,1495582
5259,15067,wikihow~24913,zeroshot,Personal Care and Style,0,1495584,1496015
5260,15071,wikihow~24918,zeroshot,Personal Care and Style,3,1496017,1496415
5261,15076,wikihow~24927,zeroshot,Personal Care and Style,2,1496417,1496838
5262,15081,wikihow~24936,zeroshot,Personal Care and Style,3,1496840,1497266
5263,15098,wikihow~24959,indomain,Computers and Electronics,0,1497268,1497753
5264,15117,wikihow~24993,zeroshot,Family Life,2,1497755,1498084
5265,15122,wikihow~24999,zeroshot,Personal Care and Style,2,1498086,1498477
5266,15123,wikihow~25001,indomain,Food and Entertaining,0,1498479,1498995
5267,15128,wikihow~25009,indomain,Pets and Animals,1,1498997,1499308
5268,15135,wikihow~25019,zeroshot,Personal Care and Style,2,1499310,1499704
5269,15144,wikihow~25034,zeroshot,Family Life,2,1499706,1500225
5270,15165,wikihow~25076,zeroshot,Personal Care and Style,0,1500227,1500754
5271,15166,wikihow~25077,indomain,Relationships,2,1500756,1501255
5272,15167,wikihow~25078,zeroshot,Family Life,1,1501257,1501843
5273,15171,wikihow~25090,zeroshot,Family Life,0,1501845,1502289
5274,15175,wikihow~25095,indomain,Home and Garden,1,1502291,1502724
5275,15181,wikihow~25104,indomain,Computers and Electronics,1,1502726,1503105
5276,15187,wikihow~25115,indomain,Food and Entertaining,2,1503107,1503509
5277,15192,wikihow~25122,zeroshot,Personal Care and Style,0,1503511,1504048
5278,15196,wikihow~25127,zeroshot,Personal Care and Style,2,1504050,1504491
5279,15197,wikihow~25128,indomain,Computers and Electronics,0,1504493,1504969
5280,15198,wikihow~25129,indomain,Education and Communications,0,1504971,1505480
5281,15199,wikihow~25130,zeroshot,Family Life,0,1505482,1505973
5282,15205,wikihow~25146,zeroshot,Personal Care and Style,1,1505975,1506450
5283,15207,wikihow~25151,indomain,Pets and Animals,2,1506452,1507006
5284,15208,wikihow~25152,zeroshot,Personal Care and Style,1,1507008,1507529
5285,15215,wikihow~25160,zeroshot,Personal Care and Style,2,1507531,1507935
5286,15226,wikihow~25182,indomain,Pets and Animals,0,1507937,1508482
5287,15241,wikihow~25212,zeroshot,Family Life,3,1508484,1508792
5288,15250,wikihow~25231,zeroshot,Personal Care and Style,1,1508794,1509275
5289,15268,wikihow~25266,indomain,Finance and Business,1,1509277,1509655
5290,15269,wikihow~25267,indomain,Health,3,1509657,1510115
5291,15278,wikihow~25279,indomain,Food and Entertaining,2,1510117,1510506
5292,15290,wikihow~25295,zeroshot,Personal Care and Style,0,1510508,1510907
5293,15302,wikihow~25309,zeroshot,Personal Care and Style,1,1510909,1511226
5294,15325,wikihow~25354,zeroshot,Personal Care and Style,0,1511228,1511745
5295,15339,wikihow~25370,zeroshot,Personal Care and Style,3,1511747,1512111
5296,15350,wikihow~25388,zeroshot,Personal Care and Style,1,1512113,1512673
5297,15352,wikihow~25392,zeroshot,Personal Care and Style,1,1512675,1513072
5298,15371,wikihow~25423,zeroshot,Personal Care and Style,3,1513074,1513438
5299,15377,wikihow~25431,indomain,Home and Garden,2,1513440,1513771
5300,15379,wikihow~25433,indomain,Relationships,0,1513773,1514397
5301,15398,wikihow~25468,zeroshot,Personal Care and Style,3,1514399,1514766
5302,15403,wikihow~25478,indomain,Home and Garden,0,1514768,1515214
5303,15409,wikihow~25486,zeroshot,Family Life,2,1515216,1515621
5304,15417,wikihow~25499,indomain,Sports and Fitness,0,1515623,1516042
5305,15421,wikihow~25505,zeroshot,Personal Care and Style,0,1516044,1516524
5306,15433,wikihow~25525,indomain,Education and Communications,3,1516526,1516903
5307,15440,wikihow~25535,indomain,Computers and Electronics,1,1516905,1517307
5308,15443,wikihow~25539,zeroshot,Family Life,3,1517309,1517788
5309,15455,wikihow~25560,zeroshot,Personal Care and Style,0,1517790,1518095
5310,15458,wikihow~25563,zeroshot,Family Life,3,1518097,1518647
5311,15471,wikihow~25585,zeroshot,Personal Care and Style,0,1518649,1519081
5312,15479,wikihow~25601,zeroshot,Personal Care and Style,0,1519083,1519476
5313,15482,wikihow~25604,zeroshot,Personal Care and Style,0,1519478,1520085
5314,15486,wikihow~25611,indomain,Home and Garden,0,1520087,1520580
5315,15492,wikihow~25620,indomain,Home and Garden,3,1520582,1521039
5316,15496,wikihow~25625,zeroshot,Personal Care and Style,2,1521041,1521355
5317,15506,wikihow~25639,zeroshot,Family Life,0,1521357,1521803
5318,15508,wikihow~25641,indomain,Computers and Electronics,3,1521805,1522358
5319,15510,wikihow~25644,zeroshot,Personal Care and Style,3,1522360,1522735
5320,15514,wikihow~25653,indomain,Computers and Electronics,3,1522737,1523396
5321,15519,wikihow~25659,indomain,Education and Communications,2,1523398,1523818
5322,15522,wikihow~25663,zeroshot,Family Life,3,1523820,1524297
5323,15524,wikihow~25665,indomain,Travel,1,1524299,1524768
5324,15529,wikihow~25673,zeroshot,Personal Care and Style,1,1524770,1525127
5325,15532,wikihow~25679,indomain,Home and Garden,0,1525129,1525695
5326,15535,wikihow~25684,indomain,Home and Garden,1,1525697,1526094
5327,15539,wikihow~25690,zeroshot,Personal Care and Style,2,1526096,1526543
5328,15542,wikihow~25694,indomain,Computers and Electronics,3,1526545,1527124
5329,15546,wikihow~25699,zeroshot,Personal Care and Style,2,1527126,1527464
5330,15550,wikihow~25711,indomain,Health,3,1527466,1527956
5331,15560,wikihow~25732,indomain,Food and Entertaining,0,1527958,1528391
5332,15564,wikihow~25736,indomain,Finance and Business,1,1528393,1528900
5333,15570,wikihow~25745,indomain,Food and Entertaining,3,1528902,1529280
5334,15571,wikihow~25746,zeroshot,Personal Care and Style,2,1529282,1529769
5335,15578,wikihow~25756,indomain,Travel,3,1529771,1530263
